From Date,To Date,PM2.5,PM10,NO,NO2,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,Eth-Benzene,MP-Xylene,RH,WS,WD,SR,BP,RF,Xylene,AT,TOT-RF,Station
01-01-2020 00:00,02-01-2020 00:00,54.66,129.15,33.13,33.83,66.98,None,12.36,2.55,35.38,0,None,None,None,65.36,0.09,125.67,114.69,769.84,0,None,None,0,bandra
02-01-2020 00:00,03-01-2020 00:00,60.25,117.23,17.77,28.03,45.81,None,14.1,2.38,23.03,0,None,None,None,71.28,0.08,109.09,112.69,771.42,0,None,None,0,bandra
03-01-2020 00:00,04-01-2020 00:00,55.67,100.72,21.19,25.7,46.89,None,13.2,2.22,33.1,0,None,None,None,68.72,0.12,127.71,103.66,770.8,0,None,None,0,bandra
04-01-2020 00:00,05-01-2020 00:00,31.42,49.3,16.71,23.64,40.35,None,4.21,2.03,36.92,0.01,None,None,None,64.46,0.1,113.06,107.06,769.49,0,None,None,0,bandra
05-01-2020 00:00,06-01-2020 00:00,44.59,62.4,25.56,30.41,55.98,None,3.9,2.43,27.56,0,None,None,None,64.61,0.26,127.22,106.37,768.44,0,None,None,0,bandra
06-01-2020 00:00,07-01-2020 00:00,44.49,75.68,24.34,34.11,58.45,None,7.7,2.5,27.52,0,None,None,None,62.9,0.27,115.73,116.32,769.36,0,None,None,0,bandra
07-01-2020 00:00,08-01-2020 00:00,52.25,102.83,32.95,33.54,66.49,None,11.63,2.74,25.74,0.01,None,None,None,71.34,0.08,164.37,94.84,768.94,0,None,None,0,bandra
08-01-2020 00:00,09-01-2020 00:00,42.44,80.04,15.43,29.75,45.19,None,20.26,2.24,32.54,0,None,None,None,69.3,0.1,146.65,108.81,768.88,0,None,None,0,bandra
09-01-2020 00:00,10-01-2020 00:00,42.42,85.09,15.13,37.41,51.83,None,21.21,2.44,33.93,0,None,None,None,62.01,0.37,136.34,91.05,769.22,0,None,None,0,bandra
10-01-2020 00:00,11-01-2020 00:00,51.17,106.16,18.92,42.38,60.65,None,28.22,2.62,30.83,0,None,None,None,58.63,0.83,129.27,113.19,768.61,0,None,None,0,bandra
11-01-2020 00:00,12-01-2020 00:00,53.45,118.12,22.49,46.93,69.43,None,34.97,3.06,29.14,0,None,None,None,62.33,0.4,123.81,115.65,769.33,0,None,None,0,bandra
12-01-2020 00:00,13-01-2020 00:00,86.99,446.69,28.74,45.96,74.72,None,33.24,3.86,36.19,0.01,None,None,None,69.3,0.19,163.13,107.75,769.04,0,None,None,0,bandra
13-01-2020 00:00,14-01-2020 00:00,27.08,None,7.01,29.47,36.49,None,28.09,2.4,40.32,0,None,None,None,77.64,0.14,124.78,95.15,768.41,0,None,None,0,bandra
14-01-2020 00:00,15-01-2020 00:00,30.33,None,6.78,24.31,31.09,None,24.13,2.1,37.7,0,None,None,None,68.76,0.29,149.64,101.65,768.3,0,None,None,0,bandra
15-01-2020 00:00,16-01-2020 00:00,None,None,10.53,24.43,34.97,None,18.88,2.13,33.96,0,None,None,None,58.45,0.16,146.57,116.86,768.84,0,None,None,0,bandra
16-01-2020 00:00,17-01-2020 00:00,None,None,13.14,28.4,41.55,None,14.67,2.28,28.29,0,None,None,None,61.73,0.26,110.17,101.47,769.89,0,None,None,0,bandra
17-01-2020 00:00,18-01-2020 00:00,None,None,11.74,30.29,42.05,None,9.74,2.4,31.04,0,None,None,None,56.7,0.38,88.71,140.33,769.99,0,None,None,0,bandra
18-01-2020 00:00,19-01-2020 00:00,None,None,19.64,37.46,57.1,None,11.5,2.84,31.39,0,None,None,None,64.86,0.2,64,70.32,768.42,0,None,None,0,bandra
19-01-2020 00:00,20-01-2020 00:00,None,None,8.86,37.54,46.41,None,16.61,2.9,34.83,0,None,None,None,68.99,0.3,63.96,117.35,768.43,0,None,None,0,bandra
20-01-2020 00:00,21-01-2020 00:00,None,None,9.21,38.82,48.02,None,23.08,3.8,29.74,0.01,None,None,None,69.41,0.17,86.07,130.71,768.77,0,None,None,0,bandra
21-01-2020 00:00,22-01-2020 00:00,None,None,23.15,44.27,67.43,None,25.54,4.21,29.24,0.13,None,None,None,70.49,0.15,137.79,106.6,769.71,0,None,None,0,bandra
22-01-2020 00:00,23-01-2020 00:00,None,None,44.67,47.17,91.85,None,27.63,4.62,30.96,0.05,None,None,None,64.64,0.16,193.5,115.25,770.35,0,None,None,0,bandra
23-01-2020 00:00,24-01-2020 00:00,None,None,9.05,35.05,44.08,None,28.54,3.83,30.16,0,None,None,None,64.09,0.33,100.52,130.03,769.53,0,None,None,0,bandra
24-01-2020 00:00,25-01-2020 00:00,None,None,20.09,38.79,58.87,None,27.31,3.64,28.71,0.01,None,None,None,62.14,0.23,126.63,145.81,769.12,0,None,None,0,bandra
25-01-2020 00:00,26-01-2020 00:00,None,None,10.48,32.78,43.27,None,27.56,3.6,42.39,0,None,None,None,66.08,0.21,124.2,118.84,769.1,0,None,None,0,bandra
26-01-2020 00:00,27-01-2020 00:00,None,None,13.75,39.92,53.68,None,26.78,3.74,48.89,0.01,None,None,None,70.02,0.13,104.68,100.08,767.68,0,None,None,0,bandra
27-01-2020 00:00,28-01-2020 00:00,None,None,2.28,14.11,16.4,None,21.87,2.45,46.44,0,None,None,None,74.04,0.19,111.52,127.28,767.94,0,None,None,0,bandra
28-01-2020 00:00,29-01-2020 00:00,None,None,1.47,3.81,2.96,None,12.94,2.41,16.1,1.16,None,None,None,70.91,0.33,157.6,136.91,768.55,0,None,None,0,bandra
29-01-2020 00:00,30-01-2020 00:00,None,None,None,3.3,1.91,None,0.06,2.82,14,0.72,None,None,None,62.51,0.28,86.69,157.56,770.76,0,None,None,0,bandra
30-01-2020 00:00,31-01-2020 00:00,None,None,None,3.35,2.23,None,None,3.15,19.82,0.85,None,None,None,55.67,0.57,148.16,167.42,769.91,0,None,None,0,bandra
31-01-2020 00:00,01-02-2020 00:00,None,None,None,3.38,2.38,None,None,3.33,21.48,1.48,None,None,None,62.48,0.27,100.45,138.69,768.45,0,None,None,0,bandra
01-02-2020 00:00,02-02-2020 00:00,None,None,0.46,3.3,1.7,None,0.04,3.41,25.23,1.57,None,None,None,66.85,0.28,72.79,121.39,768.02,0,None,None,0,bandra
02-02-2020 00:00,03-02-2020 00:00,None,None,None,3.26,1.41,None,0.05,3.63,20.41,2.45,None,None,None,67.81,0.14,126.64,151.16,769.17,0,None,None,0,bandra
03-02-2020 00:00,04-02-2020 00:00,None,None,None,3.27,1.39,None,0.08,3.79,22.34,0,None,None,None,77.36,0.11,141.56,106.94,769.93,0,None,None,0,bandra
04-02-2020 00:00,05-02-2020 00:00,None,None,None,3.32,1.77,None,0.02,3.92,21.08,0,None,None,None,84.57,0.09,89.23,13.22,769.17,0,None,None,0,bandra
05-02-2020 00:00,06-02-2020 00:00,None,None,None,3.22,1.18,None,None,3.69,30.24,0,None,None,None,51.28,0.45,113.26,175.71,768.66,0,None,None,0,bandra
06-02-2020 00:00,07-02-2020 00:00,None,None,None,3.28,1.63,None,None,3.79,23.21,0,None,None,None,60.41,0.32,116.38,95.16,768.79,0,None,None,0,bandra
07-02-2020 00:00,08-02-2020 00:00,None,None,None,3.32,1.78,None,None,3.85,21.88,0,None,None,None,52.61,0.57,94.95,157.22,769.95,0,None,None,0,bandra
08-02-2020 00:00,09-02-2020 00:00,None,None,None,3.29,1.67,None,None,3.87,26.56,0,None,None,None,62.31,0.31,96.75,153.88,769.65,0,None,None,0,bandra
09-02-2020 00:00,10-02-2020 00:00,None,None,None,3.29,1.6,None,0.1,3.86,17.57,0,None,None,None,54.69,0.65,126.48,133.85,769.42,0,None,None,0,bandra
10-02-2020 00:00,11-02-2020 00:00,None,None,None,3.28,1.48,None,0.73,3.89,16.96,0,None,None,None,55.24,0.52,111.2,93.21,768.31,0,None,None,0,bandra
11-02-2020 00:00,12-02-2020 00:00,None,None,None,3.21,1.09,None,0.54,3.78,27.84,0,None,None,None,59.01,0.14,172.39,102.97,768.81,0,None,None,0,bandra
12-02-2020 00:00,13-02-2020 00:00,None,None,13.59,80,80.12,None,6.96,3.04,53.77,0.98,None,None,None,57.13,0.34,150.07,97.98,770.12,0,None,None,0,bandra
13-02-2020 00:00,14-02-2020 00:00,None,None,21.58,122.72,144.29,None,8.2,2.44,112.23,1.16,None,None,None,57.71,0.33,127.23,102.33,769.77,0,None,None,0,bandra
14-02-2020 00:00,15-02-2020 00:00,107.71,130.92,16.57,106.83,123.41,None,9.47,2.22,115.18,10.01,None,None,None,50.91,0.43,109.97,154.95,768.77,0,None,None,0,bandra
15-02-2020 00:00,16-02-2020 00:00,29.9,83.6,13.89,58.25,72.15,None,9.79,2.07,68.82,10.18,None,None,None,40.82,0.29,156.08,139.31,768.05,0,None,None,0,bandra
16-02-2020 00:00,17-02-2020 00:00,42.52,128.89,12.5,46.93,59.41,None,10.79,2.16,78.64,21.03,None,None,None,58.39,0.24,162.41,111.88,768.47,0,None,None,0,bandra
17-02-2020 00:00,18-02-2020 00:00,68.38,158.05,17.14,102.64,119.72,None,12.9,2.64,74.36,21.05,None,None,None,59.71,0.22,175.5,131.59,769.03,0,None,None,0,bandra
18-02-2020 00:00,19-02-2020 00:00,57.66,161.95,18.38,121.34,139.69,None,14.25,2.76,78.02,29.24,None,None,None,55.13,0.17,161.28,98.94,768.46,0,None,None,0,bandra
19-02-2020 00:00,20-02-2020 00:00,65.7,165.12,20.89,130.35,151.29,None,14.95,2.96,75.98,34.93,None,None,None,60.66,0.11,114.12,110.05,768.04,0,None,None,0,bandra
20-02-2020 00:00,21-02-2020 00:00,41,99.53,16.82,69.33,86.15,None,16.29,2.32,40.72,9.87,None,None,None,59.78,0.17,113.91,140.14,767.54,0,None,None,0,bandra
21-02-2020 00:00,22-02-2020 00:00,24.2,68.95,11.64,53.97,65.61,None,14.21,1.93,38.69,1.31,None,None,None,65.7,0.12,127.95,130.23,769.58,0,None,None,0,bandra
22-02-2020 00:00,23-02-2020 00:00,49.95,114.67,12.06,74.99,87.09,None,13.9,2.21,60.26,8.64,None,None,None,58.37,0.17,132.5,144.41,769.86,0,None,None,0,bandra
23-02-2020 00:00,24-02-2020 00:00,46.73,127.47,13.27,87.21,100.49,None,14.86,2.71,71.8,18.02,None,None,None,59.76,0.14,175.82,86.11,768.94,0,None,None,0,bandra
24-02-2020 00:00,25-02-2020 00:00,58.44,136.65,16.53,108.81,125.35,None,15.02,2.42,75.83,6.6,None,None,None,60.86,0.14,192.08,134.18,767.34,0,None,None,0,bandra
25-02-2020 00:00,26-02-2020 00:00,39.47,108.86,23.83,117.82,141.61,None,14.5,2.65,48.27,1.65,None,None,None,43.33,0.36,143.03,146.96,766.78,0,None,None,0,bandra
26-02-2020 00:00,27-02-2020 00:00,32.89,111.56,14,89.81,103.88,None,13.44,2.25,60.7,1.42,None,None,None,39,0.44,146.87,128.73,767.32,0,None,None,0,bandra
27-02-2020 00:00,28-02-2020 00:00,37.11,104.72,17.19,129.92,146.62,None,13.8,2.47,74.88,0.68,None,None,None,39.84,0.2,151.42,131.1,767.31,0,None,None,0,bandra
28-02-2020 00:00,29-02-2020 00:00,53.12,162.27,37.73,185.13,216.86,None,15.76,3.04,71.54,4.68,None,None,None,52.06,0.1,158.38,97.67,766.45,0,None,None,0,bandra
29-02-2020 00:00,01-03-2020 00:00,48.61,135.17,27.56,132.11,159.68,None,15.65,2.76,30.27,13.86,None,None,None,61.74,0.14,83.57,130.7,765.96,0,None,None,0,bandra
01-03-2020 00:00,02-03-2020 00:00,24.97,68.71,10.12,36.64,46.77,None,13.95,1.91,14.6,3.49,None,None,None,70.61,0.14,70.44,196.65,767.01,0,None,None,0,bandra
02-03-2020 00:00,03-03-2020 00:00,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,bandra
03-03-2020 00:00,04-03-2020 00:00,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,bandra
04-03-2020 00:00,05-03-2020 00:00,22.87,75.46,17.21,49.4,26.67,None,14.97,1.58,17.36,5.09,None,None,None,66.24,0.21,160.19,254.69,767.83,0,None,None,0,bandra
05-03-2020 00:00,06-03-2020 00:00,23.79,76.82,12.48,52.3,64.79,None,15.99,1.55,20.9,7.39,None,None,None,71.12,0.09,215.46,112.98,767.4,0,None,None,0,bandra
06-03-2020 00:00,07-03-2020 00:00,17.46,62.94,7.8,32.02,39.79,None,14.82,1.4,29.42,4.06,None,None,None,64.33,0.09,250.08,118.69,766.96,0,None,None,0,bandra
07-03-2020 00:00,08-03-2020 00:00,24.35,97.77,9.21,35.47,44.67,None,15.62,1.61,18.29,4.48,None,None,None,63.59,0.12,99.48,146.56,768.52,0,None,None,0,bandra
08-03-2020 00:00,09-03-2020 00:00,22.99,85.18,13.77,58.22,72.06,None,16.63,1.87,27.96,7.99,None,None,None,64.77,0.1,141.98,87.17,768.33,0,None,None,0,bandra
09-03-2020 00:00,10-03-2020 00:00,25.88,93.22,10.82,53,63.83,None,15.39,1.9,25.66,9.04,None,None,None,70.66,0.11,141.59,151.83,767.93,0,None,None,0,bandra
10-03-2020 00:00,11-03-2020 00:00,19.61,66.54,8.66,44.89,53.56,None,15.96,2.03,28.24,9.19,None,None,None,69.95,0.08,137.03,119.13,767.72,0,None,None,0,bandra
11-03-2020 00:00,12-03-2020 00:00,14.75,45.46,7.42,31.83,39.27,None,15.11,1.63,28.72,3.35,None,None,None,62.79,0.1,106.81,113.63,768.28,0,None,None,0,bandra
12-03-2020 00:00,13-03-2020 00:00,18.41,55.84,10.47,40.8,51.29,None,14.44,1.66,20,3.91,None,None,None,61.81,0.14,106.61,118.84,769.2,0,None,None,0,bandra
13-03-2020 00:00,14-03-2020 00:00,23.84,77.67,10.84,46.66,57.52,None,13.41,1.69,23.62,5.05,None,None,None,55.24,0.26,81.42,213.96,769.88,0,None,None,0,bandra
14-03-2020 00:00,15-03-2020 00:00,25.2,97.23,11.03,55.1,66.15,None,13.45,1.8,33.44,7.48,None,None,None,51.67,0.16,102.98,164.88,767.92,0,None,None,0,bandra
15-03-2020 00:00,16-03-2020 00:00,39.84,148.85,20.36,95.16,115.53,None,15.68,2.34,47.46,18.72,None,None,None,48.43,0.1,123.28,221.44,766.97,0,None,None,0,bandra
16-03-2020 00:00,17-03-2020 00:00,47.84,154.77,19.83,124.98,144.74,None,17.56,2.71,54.27,22.62,None,None,None,45.66,0.14,144.39,218.96,767.58,0,None,None,0,bandra
17-03-2020 00:00,18-03-2020 00:00,55.22,151.83,32.8,132.93,165.67,None,20.46,2.88,49.49,31.06,None,None,None,52.49,0.12,134.04,197.91,767.79,0,None,None,0,bandra
18-03-2020 00:00,19-03-2020 00:00,33.5,106.55,12,88.53,100.53,None,19.82,1.61,59.3,14.92,None,None,None,56.63,0.08,168.13,196.92,768.25,0,None,None,0,bandra
19-03-2020 00:00,20-03-2020 00:00,24.03,66.42,10.32,67.15,77.47,None,19.33,1.21,38.62,9.45,None,None,None,66.43,0.08,159.34,245.85,768.6,0,None,None,0,bandra
20-03-2020 00:00,21-03-2020 00:00,13.21,35.77,6.45,25.18,31.63,None,19.64,0.96,35.16,3.11,None,None,None,63.11,0.06,67.06,258.93,768.27,0,None,None,0,bandra
21-03-2020 00:00,22-03-2020 00:00,17,46.81,8.35,34.51,42.83,None,20.61,1.02,32.23,4.7,None,None,None,70.79,0.1,166.51,225.73,768.28,0,None,None,0,bandra
22-03-2020 00:00,23-03-2020 00:00,13.95,60.03,7.05,25.65,32.71,None,20.5,0.94,35.5,2.68,None,None,None,74.17,0.12,88.5,206.55,767.9,0,None,None,0,bandra
23-03-2020 00:00,24-03-2020 00:00,14.48,53.95,7.02,26.27,33.29,None,21.77,0.96,33.28,2.92,None,None,None,72.01,0.07,87.52,183.31,766.85,0,None,None,0,bandra
24-03-2020 00:00,25-03-2020 00:00,21.74,83.37,7.09,29.02,36.11,None,22,0.99,40.85,5.76,None,None,None,71.27,0.09,110.85,224.88,765.47,0,None,None,0,bandra
25-03-2020 00:00,26-03-2020 00:00,21.25,70.48,6.74,23.17,29.92,None,23.42,1.05,33.66,7.28,None,None,None,74.66,0.1,253.87,199.6,765.26,0,None,None,0,bandra
26-03-2020 00:00,27-03-2020 00:00,15.47,64.66,7.18,24.17,31.35,None,22.74,0.99,36.01,9.83,None,None,None,75.59,0.08,216.55,166.86,765.87,0,None,None,0,bandra
27-03-2020 00:00,28-03-2020 00:00,14.99,52.96,6.79,17.07,23.86,None,25.15,0.93,22.29,4.2,None,None,None,72.15,0.08,67.88,190.48,767.74,0,None,None,0,bandra
28-03-2020 00:00,29-03-2020 00:00,14.18,48.87,7.43,21.56,29.01,None,24.11,1,26.89,6.11,None,None,None,59.71,0.12,87.42,192.84,767.43,0,None,None,0,bandra
29-03-2020 00:00,30-03-2020 00:00,14.8,53.3,6.33,15.68,22.01,None,23.87,0.94,25.86,3.91,None,None,None,59.02,0.08,110.93,212.1,766.23,0,None,None,0,bandra
30-03-2020 00:00,31-03-2020 00:00,17.26,55.88,6.25,16.16,22.41,None,23.86,0.95,27.21,3.82,None,None,None,64.31,0.09,66.86,177.88,766.56,0,None,None,0,bandra
31-03-2020 00:00,01-04-2020 00:00,16.83,74.98,6.28,13.2,19.49,None,21.86,0.99,16.12,3.82,None,None,None,73.69,0.09,101.04,154.47,767.21,0,None,None,0,bandra
01-04-2020 00:00,02-04-2020 00:00,18.1,61.58,6.18,10.61,16.79,None,23.16,0.92,9.18,3.05,None,None,None,71.96,0.1,94.73,179.49,766.83,0,None,None,0,bandra
02-04-2020 00:00,03-04-2020 00:00,18.23,69.85,5.74,9.65,15.4,None,23.39,0.94,9.45,3.75,None,None,None,72.07,0.11,101.36,206.64,765.69,0,None,None,0,bandra
03-04-2020 00:00,04-04-2020 00:00,18.02,71.08,5.79,9.71,15.5,None,24.91,0.93,7.47,2.51,None,None,None,73.53,0.09,146.55,204.45,766,0,None,None,0,bandra
04-04-2020 00:00,05-04-2020 00:00,16.44,69.72,6.09,9.58,15.68,None,22.35,0.94,5.73,2.7,None,None,None,76.3,0.15,115.39,215.34,766.41,0,None,None,0,bandra
05-04-2020 00:00,06-04-2020 00:00,17.89,81.38,6.91,11.4,18.32,None,20.68,0.95,6.23,4.24,None,None,None,78.53,0.08,198.27,213.87,767,0,None,None,0,bandra
06-04-2020 00:00,07-04-2020 00:00,12.94,55.32,4.9,5.12,10.02,None,23.3,0.9,1.44,5.63,None,None,None,78.61,0.11,232.6,220.84,767.96,0,None,None,0,bandra
07-04-2020 00:00,08-04-2020 00:00,18.85,79.4,5,5,10.01,None,25.45,0.89,0.94,4.03,None,None,None,77.84,0.09,236.21,228.75,767.23,0,None,None,0,bandra
08-04-2020 00:00,09-04-2020 00:00,22.15,78.57,5.15,4.81,9.97,None,24.94,0.9,0.14,6.37,None,None,None,74.44,0.1,189.77,220.84,768.21,0,None,None,0,bandra
09-04-2020 00:00,10-04-2020 00:00,21.97,68.69,5.39,4.47,9.86,None,24.79,0.9,0.24,2.68,None,None,None,74.29,0.1,162.56,219.53,767.59,0,None,None,0,bandra
10-04-2020 00:00,11-04-2020 00:00,18.62,66.32,4.95,4.46,9.42,None,22.95,0.89,0.1,1.91,None,None,None,75.91,0.07,141.46,213.64,767.1,0,None,None,0,bandra
11-04-2020 00:00,12-04-2020 00:00,17.2,78.08,4.8,4.25,9.06,None,23.04,0.9,0.21,2.13,None,None,None,74.04,0.08,169.8,208.14,767.5,0,None,None,0,bandra
12-04-2020 00:00,13-04-2020 00:00,18.32,82.76,4.85,4.45,9.3,None,24.81,0.92,0.24,6.45,None,None,None,79.11,0.08,271.66,199.85,766.96,0,None,None,0,bandra
13-04-2020 00:00,14-04-2020 00:00,19.14,88.75,4.92,5.18,10.11,None,23.03,0.92,0.32,6.07,None,None,None,78.69,0.07,263.02,199.56,766.1,0,None,None,0,bandra
14-04-2020 00:00,15-04-2020 00:00,21.46,79.84,4.83,4.36,9.19,None,23.48,0.93,0.29,3.58,None,None,None,74.14,0.08,216.17,204.29,765.91,0,None,None,0,bandra
15-04-2020 00:00,16-04-2020 00:00,17.37,73.84,4.82,4.01,8.83,None,25.55,0.94,0.11,3.81,None,None,None,75.54,0.09,236.3,198.67,766.73,0,None,None,0,bandra
16-04-2020 00:00,17-04-2020 00:00,15.18,49.8,4.67,3.59,8.26,None,22.83,0.9,0.05,4.14,None,None,None,76.94,0.17,264.02,204.54,766.26,0,None,None,0,bandra
17-04-2020 00:00,18-04-2020 00:00,16.28,49.82,5.14,3.94,9.08,None,23.78,0.91,0.09,5.46,None,None,None,79,0.07,252.2,186.46,766.23,0,None,None,0,bandra
18-04-2020 00:00,19-04-2020 00:00,14.01,56.42,4.95,3.56,8.51,None,20.83,0.89,0.03,2.83,None,None,None,74.37,0.08,204.66,204.08,766.19,0,None,None,0,bandra
19-04-2020 00:00,20-04-2020 00:00,15.15,62.06,4.67,3.23,7.9,None,23.18,0.88,None,3.35,None,None,None,73.2,0.11,189.83,203.63,765.89,0,None,None,0,bandra
20-04-2020 00:00,21-04-2020 00:00,17.39,81.93,4.84,3.45,8.29,None,23.72,0.96,0.07,3.39,None,None,None,61.66,0.08,114.05,219.77,765.18,0,None,None,0,bandra
21-04-2020 00:00,22-04-2020 00:00,18.2,51.14,4.98,3.9,8.88,None,23.4,0.92,0.05,2.03,None,None,None,68.86,0.08,192.98,235.79,766.02,0,None,None,0,bandra
22-04-2020 00:00,23-04-2020 00:00,21.24,54.04,5.13,2.96,8.09,None,27.2,0.9,None,2.49,None,None,None,74.7,0.09,167.34,224.07,765.72,0,None,None,0,bandra
23-04-2020 00:00,24-04-2020 00:00,26.7,57.18,None,None,None,None,31.75,1.13,None,3.67,None,None,None,76.1,0.09,218.06,247.64,766.2,0,None,None,0,bandra
24-04-2020 00:00,25-04-2020 00:00,51.72,62.67,None,None,None,None,39.58,1.14,None,2.77,None,None,None,73.68,0.08,173.97,226.39,765.56,0,None,None,0,bandra
25-04-2020 00:00,26-04-2020 00:00,47.14,73.12,None,None,None,None,53.86,1.1,None,2.2,None,None,None,70.64,0.08,207.12,223.52,766.43,0,None,None,0,bandra
26-04-2020 00:00,27-04-2020 00:00,44.11,67.32,None,None,None,None,61.04,1.08,None,3.41,None,None,None,72.34,0.13,162.46,242.6,766.64,0,None,None,0,bandra
27-04-2020 00:00,28-04-2020 00:00,44.29,65.07,None,None,None,None,64.77,1.07,None,2.34,None,None,None,71.11,0.07,213.57,207.78,767.56,0,None,None,0,bandra
28-04-2020 00:00,29-04-2020 00:00,43.36,58.74,None,None,None,None,63.15,1.09,None,2.02,None,None,None,73.28,0.06,114.88,242.02,766.34,0,None,None,0,bandra
29-04-2020 00:00,30-04-2020 00:00,47.69,58.95,None,None,None,None,66.02,1.07,None,2.26,None,None,None,75.25,0.08,188.84,233.09,766.04,0,None,None,0,bandra
30-04-2020 00:00,01-05-2020 00:00,52.39,72.45,None,None,None,None,66.53,1.02,None,2.06,None,None,None,74.45,0.06,294.09,209.43,766.89,0,None,None,0,bandra
01-05-2020 00:00,02-05-2020 00:00,48.64,74.98,None,None,None,None,66.34,0.99,None,2.08,None,None,None,73.74,0.27,181.08,200.45,767.11,0,None,None,0,bandra
02-05-2020 00:00,03-05-2020 00:00,45.06,69.73,None,None,None,None,67.45,0.96,None,1.75,None,None,None,74.41,0.06,188.55,202.54,765.9,0,None,None,0,bandra
03-05-2020 00:00,04-05-2020 00:00,43.44,64.63,None,None,None,None,72.25,0.96,None,1.23,None,None,None,74.81,0.05,130.45,217.32,765.88,0,None,None,0,bandra
04-05-2020 00:00,05-05-2020 00:00,45.13,61.52,None,None,None,None,71.79,0.99,None,1.53,None,None,None,73.78,0.07,172.27,244.64,766.17,0,None,None,0,bandra
05-05-2020 00:00,06-05-2020 00:00,43.17,66.25,None,None,None,None,80.15,0.89,None,1.23,None,None,None,70.68,0.06,175.4,534.43,766.77,0,None,None,0,bandra
06-05-2020 00:00,07-05-2020 00:00,44.16,64.34,None,None,None,None,87.48,0.85,None,0.69,None,None,None,79.24,0.08,157.94,47.07,765.06,0,None,None,0,bandra
07-05-2020 00:00,08-05-2020 00:00,51.26,71.64,None,None,None,None,73.19,0.94,None,1.22,None,None,None,73.97,0.07,203.92,279.77,765.65,0,None,None,0,bandra
08-05-2020 00:00,09-05-2020 00:00,50.31,88.63,None,None,None,None,71.98,0.89,None,1.32,None,None,None,72.92,0.07,195.6,225.59,765.8,0,None,None,0,bandra
09-05-2020 00:00,10-05-2020 00:00,44.96,80.51,None,None,None,None,81.31,0.84,None,1.48,None,None,None,73.4,0.06,143.51,219.94,765.9,0,None,None,0,bandra
10-05-2020 00:00,11-05-2020 00:00,47.26,64.8,None,None,None,None,91.54,0.83,None,0.91,None,None,None,74.47,0.06,142.03,216.31,765.55,0,None,None,0,bandra
11-05-2020 00:00,12-05-2020 00:00,47.13,64.68,None,None,None,None,65.37,1.04,None,1.33,None,None,None,76.25,0.07,137.53,135.9,766.46,0,None,None,0,bandra
12-05-2020 00:00,13-05-2020 00:00,44.1,57.91,None,None,None,None,76.05,0.89,None,0.68,None,None,None,None,None,None,None,None,0,None,None,0,bandra
13-05-2020 00:00,14-05-2020 00:00,51.83,66.93,None,None,None,None,82.41,0.83,None,0.45,None,None,None,None,None,None,None,None,0,None,None,0,bandra
14-05-2020 00:00,15-05-2020 00:00,50.89,76,None,None,None,None,28.45,0.69,12.26,1.44,None,None,None,71.45,0.07,172.21,220.29,764.08,0,None,None,0,bandra
15-05-2020 00:00,16-05-2020 00:00,61.35,105.48,None,None,None,None,24.63,0.63,10.72,1.51,None,None,None,71.72,0.06,124.73,180.16,764.46,0,None,None,0,bandra
16-05-2020 00:00,17-05-2020 00:00,68.19,124.51,None,None,None,None,19.4,0.69,11.21,1.01,None,None,None,74.08,0.1,157.17,185.89,764.4,0,None,None,0,bandra
17-05-2020 00:00,18-05-2020 00:00,62.51,103.01,None,None,None,None,24.11,0.63,10.59,0.78,None,None,None,72.42,0.06,143.92,199.06,764.09,0,None,None,0,bandra
18-05-2020 00:00,19-05-2020 00:00,58.62,101.9,18.8,3.76,17.51,None,25.23,0.56,10.28,0.2,None,None,None,71.91,0.07,128.48,185.28,763.59,0,None,None,0,bandra
19-05-2020 00:00,20-05-2020 00:00,61.39,118.84,10.51,7.25,12.78,None,24.61,0.56,10.35,0.13,None,None,None,70.51,0.07,126.78,211.24,763.38,0,None,None,0,bandra
20-05-2020 00:00,21-05-2020 00:00,72.57,124.92,11.43,8.49,14.76,None,26.3,0.55,10.35,0.21,None,None,None,71.13,0.09,204.21,220.76,763.19,0,None,None,0,bandra
21-05-2020 00:00,22-05-2020 00:00,86.62,127.77,12.68,8,16.27,None,27.66,0.56,10.25,0.33,None,None,None,71.83,0.09,178.92,209.18,764.39,0,None,None,0,bandra
22-05-2020 00:00,23-05-2020 00:00,60.77,115.58,17.18,7.18,15.64,None,27.08,0.55,10.14,0.23,None,None,None,72.05,0.18,174.95,221.32,765.2,0,None,None,0,bandra
23-05-2020 00:00,24-05-2020 00:00,64.92,119.4,19.03,5.48,23.47,None,21.93,0.55,9.91,0.67,None,None,None,74.05,0.23,181.49,221.79,764.96,0,None,None,0,bandra
24-05-2020 00:00,25-05-2020 00:00,60.82,113.58,11.69,4.34,15,None,21.06,0.51,9.97,0.07,None,None,None,76.1,0.12,142.07,190.51,765.41,0,None,None,0,bandra
25-05-2020 00:00,26-05-2020 00:00,48.79,125.4,10.88,12.01,13.99,None,24.33,0.51,10,0,None,None,None,76.91,0.09,111.38,168.93,765.72,0,None,None,0,bandra
26-05-2020 00:00,27-05-2020 00:00,63.42,119.35,12.2,3.35,15.55,None,25.17,0.48,9.73,0,None,None,None,75.71,0.95,192.86,220.62,765.85,0,None,None,0,bandra
